Title,Year,User Score,Description,Director,Screenplay,Type,Revenue,Budget,Runtime
Purpose of Tutoring,2023,70,"Yeong-tak and Ha-na are stepsiblings who live with the support of their divorced adoptive parents. The two begin taking individual private lessons for their respective careers. Yeong-tak secretly gives his acting teacher Na-ri sleeping pills to covet her body, while Ha-na is busy seducing her physical education teacher Han-cheol. Meanwhile, Na-ri and Han-cheol run into each other at the stepsiblings' house, fall in love at first sight, and seek revenge on the two who offended them.",Han Dong-yeon,[],"Romance, Drama",-,-,1h 11m
La Hierba del Diablo,2024,30,We don't have an overview translated in English. Help us expand our database by adding one.,Ángel Ayllón,[],Horror,-,900000.00,1h 30m
Justice League: Crisis on Infinite Earths Part Three,2024,74,"Now fully revealed as the ultimate threat to existence, the Anti-Monitor wages an unrelenting attack on the surviving Earths that struggle for survival in a pocket universe. One by one, these worlds and all their inhabitants are vaporized! On the planets that remain, even time itself is shattered, and heroes from the past join the Justice League and their rag-tag allies against the epitome of evil. But as they make their last stand, will the sacrifice of the superheroes be enough to save us all?",Jeff Wamester,[],"Animation, Science Fiction, Action",-,-,1h 39m
Turning Red,2022,74,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",Domee Shi,['Julia Cho'],"Animation, Family, Comedy, Fantasy",21328962.00,175000000.00,1h 40m
Gran Turismo,2023,78,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,Neill Blomkamp,"['Zach Baylin', 'Jason Hall']","Adventure, Action, Drama",121700000.00,60000000.00,2h 15m
Mission: Impossible - Dead Reckoning Part One,2023,75,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",Christopher McQuarrie,[],"Action, Adventure",567535383.00,291000000.00,2h 44m
The Count of Monte-Cristo,2024,84,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",Alexandre de La Patellière,[],"Adventure, History, Action, Drama, Romance, Thriller",65594097.00,46700000.00,2h 58m
The Lord of the Rings: The Return of the King,2003,85,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",Peter Jackson,"['Philippa Boyens', 'Fran Walsh']","Adventure, Fantasy, Action",1118888979.00,94000000.00,3h 21m
The Avengers,2012,77,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Joss Whedon,[],"Science Fiction, Action, Adventure",1518815515.00,220000000.00,2h 23m
MaXXXine,2024,64,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",Ti West,[],"Horror, Mystery, Thriller",20267069.00,1000000.00,1h 44m
The Killer,2024,66,"Zee is a feared contract killer known as ""the Queen of the Dead,"" but when she refuses to murder a young blind woman, she finds herself hunted both by criminal colleagues and a determined police detective.",John Woo,"['Brian Helgeland', 'Matthew Stuecken', 'Josh Campbell']","Action, Thriller, Crime",-,30000000.00,2h 6m
The Man Who Loved UFOs,2024,64,"In the late 1980s, journalist José de Zer seeks proof of alien life in Argentina — even if he has to fake evidence — causing a surreal media circus.",Diego Lerman,[],"Drama, Comedy",-,-,1h 47m
Inception,2010,84,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Christopher Nolan,[],"Action, Science Fiction, Adventure",825532764.00,160000000.00,2h 28m
Pirates of the Caribbean: Dead Man's Chest,2006,74,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,Gore Verbinski,"['Ted Elliott', 'Terry Rossio']","Adventure, Fantasy, Action",1065700000.00,200000000.00,2h 31m
Avatar: The Way of Water,2022,76,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",James Cameron,"['Rick Jaffa', 'Amanda Silver']","Science Fiction, Adventure, Action",2320250281.00,460000000.00,3h 12m
The Ministry of Ungentlemanly Warfare,2024,71,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",Guy Ritchie,"['Eric Johnson', 'Arash Amel', 'Paul Tamasy']","Action, Comedy, War",27450915.00,60000000.00,2h
Harry Potter and the Deathly Hallows: Part 1,2010,78,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",David Yates,['Steve Kloves'],"Adventure, Fantasy",954305868.00,250000000.00,2h 26m
Titanic,1997,79,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",James Cameron,[],"Drama, Romance",2264162353.00,200000000.00,3h 14m
Lonely Planet,2024,60,"At an idyllic writers retreat in Morocco, a newly single novelist finds an unexpected connection with a younger man who's reevaluating his life choices.",Susannah Grant,[],"Romance, Drama",-,-,1h 36m
Tangled,2010,76,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",Nathan Greno,['Dan Fogelman'],"Animation, Family",592461732.00,260000000.00,1h 40m
El Apocalipsis de san Juan,2024,r0,"Embark on an epic journey through time and faith with 'The Apocalypse of Saint John.' Join the Apostle John in a stunning visual narrative that unravels the visions of the End Times. Experience each vision like never before, with striking visual effects and epic scenes that immerse you in the apocalyptic narrative.",Patricio Dondo,[],"Documentary, History",-,-,1h 50m
Under Paris,2024,60,"In order to save Paris from an international bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",Xavier Gens,"['Yannick Dahan', 'Maud Heywang']","Action, Drama, Horror, Thriller",-,-,1h 44m
Harry Potter and the Deathly Hallows: Part 2,2011,81,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",David Yates,['Steve Kloves'],"Fantasy, Adventure",1341511219.00,125000000.00,2h 10m
Logan,2017,78,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",James Mangold,"['Michael Green', 'Scott Frank']","Action, Drama, Science Fiction",619021436.00,97000000.00,2h 17m
Lassie: A New Adventure,2023,64,"Flo and his trusted Collie pal Lassie spend the summer at Aunt Cosma's, alongside her foster children Kleo and Henry, and her dog Pippa. When local canines start disappearing, including Pippa, Lassie rallies the kids to solve the mystery.",Hanno Olderdissen,[],"Adventure, Family",4918295.00,-,1h 28m
Apartment 7A,2024,61,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame.",Natalie Erika James,"['Christian White', 'Skylar James']","Horror, Thriller",-,-,1h 46m
Scream,1996,74,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",Wes Craven,['Kevin Williamson'],"Crime, Horror, Mystery",173046663.00,14000000.00,1h 52m
Highlander: The Search for Vengeance,2007,72,"Colin MacLeod hunts for the man responsible for the death of his love. He chases the immortal Marcus Octavius across centuries as his quest threatens to take over his life and heart. In his quest, he meets a woman who reminds him of his slain beauty. But it's his final battle with Marcus that will decide not only his fate, but also the fate of everyone in the world.",Yoshiaki Kawajiri,[],"Action, Animation, Fantasy, Science Fiction",-,-,1h 26m
The Dark Knight,2008,85,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Christopher Nolan,['Jonathan Nolan'],"Drama, Action, Crime, Thriller",1004558444.00,185000000.00,2h 32m
Sing,2016,71,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,Garth Jennings,[],"Animation, Comedy, Family, Music",634151679.00,75000000.00,1h 48m
Pirates of the Caribbean: The Curse of the Black Pearl,2003,78,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.",Gore Verbinski,"['Terry Rossio', 'Ted Elliott']","Adventure, Fantasy, Action",655011224.00,140000000.00,2h 23m
Jurassic World Dominion,2022,67,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",Colin Trevorrow,['Emily Carmichael'],"Adventure, Action, Science Fiction",1001978080.00,165000000.00,2h 27m
It Chapter Two,2019,68,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",Andy Muschietti,['Gary Dauberman'],"Horror, Drama, Fantasy",473123154.00,79000000.00,2h 49m
Fall,2022,72,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",Scott Mann,[],"Thriller, Action",17363261.00,3000000.00,1h 47m
The Chronicles of Libidoists,2024,43,"The story unfolds with an allegorical inspiration from the well-known fairy tale, The Little Mermaid, in which the mermaid princess falls in love with the prince it saves from drowning, with a surprising twist of the mermaid being a young boy…",Yang Ya-che,[],Drama,-,-,1h 45m
Gladiator,2000,82,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",Ridley Scott,"['David Franzoni', 'William Nicholson', 'John Logan']","Action, Drama, Adventure",465361176.00,103000000.00,2h 35m
The Mouse Trap,2024,45,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive.",Jamie Bailey,[],"Horror, Thriller, Comedy",5737.00,800000.00,1h 20m
Shrek,2001,77,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",Vicky Jenson,[],"Animation, Comedy, Fantasy, Adventure, Family",488628188.00,60000000.00,1h 30m
Big City Greens the Movie: Spacecation,2024,84,"When thrill-seeker Cricket tricks his family into taking a ""road trip"" in space, chaos in the cosmos quickly ensues. Despite growing frustrations between Cricket and his dad, Bill, the two must learn to appreciate each other's unique perspectives in order to prevent Big City from being destroyed by an interstellar disaster.",Anna O'Brian,[],"TV Movie, Animation, Family, Comedy, Music",-,-,1h 22m
Abracadaver,2024,43,"To save their father's life, three siblings skilled in magic, escapism, and swindling must steal a priceless mummy from an old hacienda during the ""Night of the Dead"" party. Success means fortune and peace; failure brings severe consequences.",Pancho Rodríguez,[],Comedy,-,-,1h 55m
Wonka,2023,71,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",Paul King,['Simon Farnaby'],"Comedy, Family, Fantasy",632302312.00,125000000.00,1h 57m
Road House,2024,70,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",Doug Liman,"['Charles Mondry', 'Anthony Bagarozzi']","Action, Thriller",-,85000000.00,2h 1m
House of Spoils,2024,56,"An ambitious chef opens a restaurant on a remote estate where she battles kitchen chaos, crushing self doubts… and a haunting presence who threatens to sabotage her at every turn.",Danielle Krudy,[],"Horror, Thriller",-,-,1h 41m
Hocus Pocus,1993,70,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",Kenny Ortega,"['Mick Garris', 'Neil Cuthbert']","Fantasy, Comedy, Family",51663767.00,28000000.00,1h 36m
Imaginary,2024,61,"When Jessica moves back into her childhood home with her family, her youngest stepdaughter Alice develops an eerie attachment to a stuffed bear named Chauncey she finds in the basement. Alice starts playing games with Chauncey that begin playful and become increasingly sinister. As Alice’s behavior becomes more and more concerning, Jessica intervenes only to realize Chauncey is much more than the stuffed toy bear she believed him to be.",Jeff Wadlow,[],"Horror, Mystery, Thriller",39010693.00,13000000.00,1h 44m
The Family Plan,2023,73,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",Simon Cellan Jones,[],"Action, Comedy",-,-,1h 58m
In Your Dreams,2023,73,"You know the feeling. It feels like time slows down as your eyes meet a stranger’s. Then you walk pass each other, neither of you looking back. That’s what happened with Pelin and Engin. Lo and behold, they open their eyes in the same bed. And you may want to brace yourself for this one, as a two-year married couple! It must be a dream. No, a nightmare. But now, to wake up they must fall in love.",Cemal Alpan,[],"Romance, Comedy, Drama",-,-,
Scream VI,2023,70,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",Matt Bettinelli-Olpin,[],"Horror, Crime, Thriller",168961389.00,35000000.00,2h 3m
Oppenheimer,2023,81,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,Christopher Nolan,[],"Drama, History",952000000.00,100000000.00,3h 1m
Barbie,2023,70,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",Greta Gerwig,[],"Comedy, Adventure",1445638421.00,145000000.00,1h 54m
Drawing Closer,2024,85,"With only a year left to live, 17-year-old Akito finds new meaning in life by bringing joy to a terminally ill girl who has just six months remaining.",Takahiro Miki,['Tomoko Yoshida'],"Romance, Drama",-,-,1h 59m
Chapel,2024,59,A man becomes a suspect in a serial murder case after waking from a coma with no recollection of who he is.,Courtney Paige,[],"Mystery, Thriller",-,-,1h 32m
The Matrix,1999,82,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",Lana Wachowski,[],"Action, Science Fiction",463517383.00,63000000.00,2h 16m
Late Night with the Devil,2024,73,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",Cameron Cairnes,[],Horror,11902746.00,2000000.00,1h 33m
Deadpool,2016,76,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",Tim Miller,[],"Action, Adventure, Comedy",782837347.00,58000000.00,1h 48m
Alien,1979,82,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",Ridley Scott,"[""Dan O'Bannon""]","Horror, Science Fiction",104931801.00,11000000.00,1h 57m
House of Ga'a,2024,58,"At the height of the Oyo Empire, the ferocious Bashorun Ga'a became more powerful than the kings he enthroned, only to be undone by his own blood.",Bolanle Austen-Peters,[],"Action, History",-,-,2h
Mayhem!,2023,67,"Sam is a professional boxer about to get released from prison. While on parole, his past catches up with him and he has no choice but to flee. Five years later, he has rebuilt a simple life on an exotic island in Thailand with his wife and her daughter, but when he gets blackmailed by a dangerous local godfather, he must embark on a dangerous drug smuggling mission which results in a tragedy. Now he has only one purpose: to seek merciless vengeance.",Xavier Gens,[],"Action, Crime, Drama",1500000.00,4920000.00,1h 39m
The Beekeeper,2024,74,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,David Ayer,[],"Crime, Action, Adventure, Thriller",152720535.00,35000000.00,1h 45m
The Hunger Games: Mockingjay - Part 1,2014,68,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,Francis Lawrence,"['Danny Strong', 'Peter Craig']","Science Fiction, Adventure, Thriller",755356711.00,125000000.00,2h 3m
The Exorcism,2024,50,"A troubled actor begins to unravel while shooting a supernatural horror film, leading his estranged daughter to wonder if he's slipping back into his past addictions or if there's something more sinister at play.",Joshua John Miller,[],"Horror, Thriller",6354317.00,22000000.00,1h 36m
Expend4bles,2023,62,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",Scott Waugh,"['Tad Daggerhart', 'Kurt Wimmer', 'Max Adams']","Action, Adventure, Thriller",37917985.00,100000000.00,1h 43m
Sing 2,2021,79,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",Garth Jennings,[],"Animation, Family, Music, Comedy",406000000.00,85000000.00,1h 50m
Jurassic World,2015,67,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",Colin Trevorrow,"['Rick Jaffa', 'Amanda Silver', 'Derek Connolly']","Action, Adventure, Science Fiction, Thriller",1671537444.00,150000000.00,2h 4m
Scream,2022,67,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",Tyler Gillett,[],"Horror, Mystery, Thriller",137743924.00,24000000.00,1h 54m
Taken,2008,74,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",Pierre Morel,"['Luc Besson', 'Robert Mark Kamen']","Action, Thriller",226830568.00,25000000.00,1h 34m
Kung Fu Games,2024,60,"Notorious fighters are trapped in lethal martial arts games by a sadistic magnate. Armed only with their combat skills, they face brutal battles for survival in a deadly kill-or-be-killed showdown.",Ryan C. Jaeger,['H. Daniel Gross'],Action,-,-,1h 34m
The Strangers: Chapter 1,2024,59,"After their car breaks down in an eerie small town, a young couple are forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motives.",Renny Harlin,"['Alan Freedland', 'Alan R. Cohen']","Horror, Thriller",42452206.00,8500000.00,1h 32m
The Devil's Bath,2024,70,"18th century Austria. Villages surrounded by deep forests. A woman is sentenced to death after killing a baby. Agnes is marrying her loved one and candidly prepares herself for a spouse life. Soon after, her head and heart start to feel heavy. Day after day, she is increasingly trapped in a murky and lonely path leading to evil thoughts. Maybe not just thoughts…",Veronika Franz,[],"Horror, Mystery, History",-,-,2h 1m
The Platform,2019,70,"A slab of food descends down a vertical facility. The residents above eat heartily, leaving those below starving and desperate. A rebellion is imminent.",Galder Gaztelu-Urrutia,"['David Desola', 'Pedro Rivero']","Drama, Science Fiction, Thriller",1090116.00,1203235.00,1h 35m
The Shining,1980,82,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",Stanley Kubrick,['Diane Johnson'],"Horror, Thriller",44781695.00,19000000.00,2h 24m
Big Hero 6,2014,77,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",Don Hall,"['Robert L. Baird', 'Daniel Gerson', 'Jordan Roberts']","Adventure, Family, Animation, Action, Comedy",657827828.00,165000000.00,1h 42m
The Marvels,2023,61,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",Nia DaCosta,[],"Science Fiction, Adventure, Action",207089999.00,274800000.00,1h 45m
Aquaman and the Lost Kingdom,2023,67,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom.",James Wan,['David Leslie Johnson-McGoldrick'],"Action, Adventure, Fantasy",434381226.00,205000000.00,2h 4m
Family Pack,2024,56,"When an old card game comes to life, a family jumps back in time to a medieval village where they must unmask werewolves to secure their return home.",François Uzan,['Céleste Balin'],"Adventure, Comedy, Fantasy, Action",-,-,1h 35m
Beverly Hills Cop: Axel F,2024,68,"Forty years after his unforgettable first case in Beverly Hills, Detroit cop Axel Foley returns to do what he does best: solve crimes and cause chaos.",Mark Molloy,"['Will Beall', 'Kevin Etten', 'Tom Gormican']","Action, Comedy, Crime",-,150000000.00,1h 58m
The Lion King,1994,83,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",Roger Allers,"['Linda Woolverton', 'Jonathan Roberts', 'Irene Mecchi']","Family, Animation, Drama",763455561.00,45000000.00,1h 29m
Incredibles 2,2018,75,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",Brad Bird,[],"Action, Adventure, Animation, Family",1242805359.00,200000000.00,1h 58m
Hit Man,2024,69,A mild-mannered professor moonlighting as a fake hit man in police stings ignites a chain reaction of trouble when he falls for a potential client.,Richard Linklater,['Glen Powell'],"Comedy, Romance, Crime",5101673.00,8800000.00,1h 56m
Delinquent in Drag,1992,40,"Does being the only guy in an all girl school sound like paradise? It might be, if the girls knew you were a guy, but to stay in school teenage pervert Banji can't let can't let anyone find out his chromosomes don't match. Banji's status conscious parents want him to go to a good school, but not enough to spend the money on a good co-ed school. Now, in addition to studying math and science, Banji has to learn how to put on a bra and makeup. His life has become a living hell. Not only is he at the bottom of the social pecking order, he must also got to conceal his inner-masculinity from the pretty classmate girl who's stolen his heart while avoiding the female bullies who threaten to expose his less-than-feminine charms in the locker room.",Yusaku Saotome,['Fumio Nishikidera'],"Animation, Comedy, Action",-,-,43m
Prometheus,2012,66,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",Ridley Scott,[],"Science Fiction, Adventure, Mystery",403354469.00,130000000.00,2h 4m
The Terminator,1984,77,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",James Cameron,[],"Action, Thriller, Science Fiction",78371200.00,6400000.00,1h 48m
Scary Movie,2000,64,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",Keenen Ivory Wayans,"['Phil Beauman', 'Marlon Wayans', 'Jason Friedberg', 'Shawn Wayans', 'Aaron Seltzer', 'Buddy Johnson']",Comedy,278019771.00,19000000.00,1h 28m
Jackpot!,2024,64,"In the near future, a 'Grand Lottery' has been established - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot. When Katie Kim mistakenly finds herself with the winning ticket, she reluctantly joins forces with amateur lottery protection agent Noel Cassidy who must get her to sundown in exchange for a piece of her prize.",Paul Feig,[],"Comedy, Science Fiction, Action",-,-,1h 47m
Parasite,2019,85,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",Bong Joon-ho,['Han Jin-won'],"Comedy, Thriller, Drama",257591776.00,11363000.00,2h 13m
Spirited Away,2001,85,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",Hayao Miyazaki,[],"Animation, Family, Fantasy",274925095.00,19000000.00,2h 5m
No Way Up,2024,64,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,Claudio Fäh,[],"Thriller, Horror, Action",-,-,1h 30m
Five Nights at Freddy's,2023,76,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",Emma Tammi,"['Seth Cuddeback', 'Scott Cawthon']","Horror, Mystery",294803785.00,20000000.00,1h 50m
Van Helsing,2004,64,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,Stephen Sommers,[],"Horror, Adventure, Action",300257475.00,160000000.00,2h 12m
The Flash,2023,67,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",Andy Muschietti,['Christina Hodson'],"Adventure, Action, Science Fiction",271333313.00,220000000.00,2h 24m
